flight_id,flight_date,aircraft_registration,route_id,origin,destination,left_engine_serial_number,right_engine_serial_number,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_duration_min,block_hours,air_hours,flight_cycles,weather,delay_minutes,flight_status
113,2025-09-15,VT-JAA022,R026,MAA,COK,ESN700045,ESN700046,2025-09-15 08:00:00,2025-09-15 08:00:00,2025-09-15 09:00:00,2025-09-15 09:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
114,2025-09-06,VT-JAA001,R025,HYD,AMD,ESN700001,ESN700002,2025-09-06 06:00:00,2025-09-06 06:18:00,2025-09-06 07:35:00,2025-09-06 07:53:00,95,1.5833333333333333,1.5833333333333333,1,CLOUDY,18,DELAYED
115,2025-09-02,VT-JAA002,R060,DEL,DOH,ESN700003,ESN700005,2025-09-02 09:00:00,2025-09-02 09:00:00,2025-09-02 12:50:00,2025-09-02 12:50:00,230,3.8333333333333335,3.8333333333333335,1,CLEAR,0,COMPLETED
116,2025-09-08,VT-JAA009,R060,DEL,DOH,ESN700021,ESN700022,2025-09-08 16:00:00,2025-09-08 16:00:00,2025-09-08 19:50:00,2025-09-08 19:50:00,230,3.8333333333333335,3.8333333333333335,1,STORM,0,DELAYED
117,2025-05-03,VT-JAA013,R060,DEL,DOH,ESN700028,ESN700029,2025-05-03 17:00:00,2025-05-03 17:00:00,2025-05-03 20:50:00,2025-05-03 20:50:00,230,3.8333333333333335,3.8333333333333335,1,CLOUDY,0,DELAYED
118,2025-11-21,VT-JAA018,R045,HYD,DXB,ESN700038,ESN700040,2025-11-21 06:00:00,2025-11-21 06:00:00,2025-11-21 09:40:00,2025-11-21 09:40:00,220,3.6666666666666665,3.6666666666666665,1,CLOUDY,0,COMPLETED
119,2025-06-18,VT-JAA015,R041,COK,DXB,ESN700032,ESN700033,2025-06-18 02:00:00,2025-06-18 02:00:00,2025-06-18 06:00:00,2025-06-18 06:00:00,240,4.0,4.0,1,CLEAR,0,COMPLETED
120,2025-06-24,VT-JAA022,R029,MAA,GOX,ESN700045,ESN700046,2025-06-24 14:00:00,2025-06-24 14:00:00,2025-06-24 15:30:00,2025-06-24 15:30:00,90,1.5,1.5,1,STORM,0,COMPLETED
121,2025-09-26,VT-JAA018,R015,BOM,PNQ,ESN700038,ESN700040,2025-09-26 15:00:00,2025-09-26 15:00:00,2025-09-26 15:40:00,2025-09-26 15:40:00,40,0.6666666666666666,0.6666666666666666,1,RAIN,0,COMPLETED
122,2025-07-23,VT-JAA024,R045,HYD,DXB,ESN700049,ESN700050,2025-07-23 20:00:00,2025-07-23 20:00:00,2025-07-23 23:40:00,2025-07-23 23:40:00,220,3.6666666666666665,3.6666666666666665,1,RAIN,0,DELAYED
123,2025-11-21,VT-JAA013,R001,DEL,BOM,ESN700028,ESN700029,2025-11-21 16:00:00,2025-11-21 16:00:00,2025-11-21 18:05:00,2025-11-21 18:05:00,125,2.0833333333333335,2.0833333333333335,1,RAIN,0,DELAYED
124,2025-03-07,VT-JAA030,R025,HYD,AMD,ESN700059,ESN700060,2025-03-07 12:00:00,2025-03-07 12:00:00,2025-03-07 13:35:00,2025-03-07 13:35:00,95,1.5833333333333333,1.5833333333333333,1,CLOUDY,0,DELAYED
125,2025-11-11,VT-JAA015,R007,DEL,GOX,ESN700032,ESN700033,2025-11-11 02:00:00,2025-11-11 02:00:00,2025-11-11 04:30:00,2025-11-11 04:30:00,150,2.5,2.5,1,STORM,0,COMPLETED
126,2025-11-20,VT-JAA009,R009,BOM,BLR,ESN700021,ESN700022,2025-11-20 19:00:00,2025-11-20 19:00:00,2025-11-20 20:35:00,2025-11-20 20:35:00,95,1.5833333333333333,1.5833333333333333,1,FOG,0,COMPLETED
127,2025-02-28,VT-JAA010,R024,HYD,CCU,ESN700024,ESN700025,2025-02-28 19:00:00,2025-02-28 19:00:00,2025-02-28 21:00:00,2025-02-28 21:00:00,120,2.0,2.0,1,STORM,0,COMPLETED
128,2025-08-07,VT-JAA016,R001,DEL,BOM,ESN700034,ESN700037,2025-08-07 22:00:00,2025-08-07 23:02:00,2025-08-08 00:05:00,2025-08-08 01:07:00,125,2.0833333333333335,2.0833333333333335,1,CLEAR,62,COMPLETED
129,2025-09-23,VT-JAA007,R044,BOM,MCT,ESN700016,ESN700018,2025-09-23 04:00:00,2025-09-23 04:00:00,2025-09-23 06:30:00,2025-09-23 06:30:00,150,2.5,2.5,1,FOG,0,DELAYED
130,2025-05-21,VT-JAA010,R008,DEL,COK,ESN700024,ESN700025,2025-05-21 08:00:00,2025-05-21 08:00:00,2025-05-21 11:10:00,2025-05-21 11:10:00,190,3.1666666666666665,3.1666666666666665,1,CLEAR,0,DELAYED
131,2025-08-24,VT-JAA005,R024,HYD,CCU,ESN700012,ESN700013,2025-08-24 22:00:00,2025-08-24 22:00:00,2025-08-25 00:00:00,2025-08-25 00:00:00,120,2.0,2.0,1,STORM,0,DELAYED
132,2025-08-06,VT-JAA011,R011,BOM,MAA,ESN700026,ESN700027,2025-08-06 17:00:00,2025-08-06 17:00:00,2025-08-06 18:55:00,2025-08-06 18:55:00,115,1.9166666666666667,1.9166666666666667,1,CLEAR,0,DELAYED
133,2025-01-15,VT-JAA014,R051,COK,DXB,ESN700030,ESN700031,2025-01-15 10:00:00,2025-01-15 10:00:00,2025-01-15 14:00:00,2025-01-15 14:00:00,240,4.0,4.0,1,CLOUDY,0,DELAYED
134,2025-10-29,VT-JAA016,R017,BLR,MAA,ESN700034,ESN700037,2025-10-29 10:00:00,2025-10-29 10:00:00,2025-10-29 10:50:00,2025-10-29 10:50:00,50,0.8333333333333334,0.8333333333333334,1,RAIN,0,COMPLETED
135,2025-05-18,VT-JAA001,R008,DEL,COK,ESN700001,ESN700002,2025-05-18 15:00:00,2025-05-18 16:17:00,2025-05-18 18:10:00,2025-05-18 19:27:00,190,3.1666666666666665,3.1666666666666665,1,STORM,77,DELAYED
136,2025-08-20,VT-JAA009,R035,CCU,VTZ,ESN700021,ESN700022,2025-08-20 07:00:00,2025-08-20 07:00:00,2025-08-20 08:30:00,2025-08-20 08:30:00,90,1.5,1.5,1,FOG,0,DELAYED
137,2025-03-30,VT-JAA007,R035,CCU,VTZ,ESN700016,ESN700018,2025-03-30 01:00:00,2025-03-30 01:00:00,2025-03-30 02:30:00,2025-03-30 02:30:00,90,1.5,1.5,1,FOG,0,COMPLETED
138,2025-03-18,VT-JAA010,R033,CCU,PAT,ESN700024,ESN700025,2025-03-18 22:00:00,2025-03-18 23:15:00,2025-03-18 23:00:00,2025-03-19 00:15:00,60,1.0,1.0,1,CLEAR,75,DELAYED
139,2025-05-16,VT-JAA002,R059,BLR,CMB,ESN700003,ESN700005,2025-05-16 20:00:00,2025-05-16 20:00:00,2025-05-16 21:25:00,2025-05-16 21:25:00,85,1.4166666666666667,1.4166666666666667,1,RAIN,0,COMPLETED
140,2025-04-20,VT-JAA022,R005,DEL,CCU,ESN700045,ESN700046,2025-04-20 09:00:00,2025-04-20 09:00:00,2025-04-20 11:10:00,2025-04-20 11:10:00,130,2.1666666666666665,2.1666666666666665,1,STORM,0,COMPLETED
141,2025-12-19,VT-JAA022,R042,CCU,DAC,ESN700045,ESN700046,2025-12-19 05:00:00,2025-12-19 05:00:00,2025-12-19 05:45:00,2025-12-19 05:45:00,45,0.75,0.75,1,CLOUDY,0,DELAYED
142,2025-10-28,VT-JAA023,R039,HYD,AUH,ESN700047,ESN700048,2025-10-28 03:00:00,2025-10-28 03:00:00,2025-10-28 06:45:00,2025-10-28 06:45:00,225,3.75,3.75,1,CLEAR,0,DELAYED
143,2025-04-01,VT-JAA026,R058,MAA,KUL,ESN700053,ESN700054,2025-04-01 20:00:00,2025-04-01 20:00:00,2025-04-01 23:50:00,2025-04-01 23:50:00,230,3.8333333333333335,3.8333333333333335,1,STORM,0,COMPLETED
144,2025-07-09,VT-JAA009,R041,COK,DXB,ESN700021,ESN700022,2025-07-09 04:00:00,2025-07-09 05:58:00,2025-07-09 08:00:00,2025-07-09 09:58:00,240,4.0,4.0,1,STORM,118,COMPLETED
145,2025-03-14,VT-JAA020,R028,MAA,CCU,ESN700041,ESN700042,2025-03-14 22:00:00,2025-03-14 22:00:00,2025-03-15 00:10:00,2025-03-15 00:10:00,130,2.1666666666666665,2.1666666666666665,1,RAIN,0,DELAYED
146,2025-06-22,VT-JAA016,R007,DEL,GOX,ESN700034,ESN700037,2025-06-22 10:00:00,2025-06-22 10:00:00,2025-06-22 12:30:00,2025-06-22 12:30:00,150,2.5,2.5,1,FOG,0,COMPLETED
147,2025-02-04,VT-JAA025,R009,BOM,BLR,ESN700051,ESN700052,2025-02-04 11:00:00,2025-02-04 11:00:00,2025-02-04 12:35:00,2025-02-04 12:35:00,95,1.5833333333333333,1.5833333333333333,1,RAIN,0,COMPLETED
148,2025-07-29,VT-JAA018,R008,DEL,COK,ESN700038,ESN700040,2025-07-29 15:00:00,2025-07-29 15:00:00,2025-07-29 18:10:00,2025-07-29 18:10:00,190,3.1666666666666665,3.1666666666666665,1,CLEAR,0,DELAYED
149,2025-10-25,VT-JAA020,R012,BOM,CCU,ESN700041,ESN700042,2025-10-25 19:00:00,2025-10-25 19:00:00,2025-10-25 21:40:00,2025-10-25 21:40:00,160,2.6666666666666665,2.6666666666666665,1,CLEAR,0,COMPLETED
150,2025-05-13,VT-JAA003,R034,CCU,DEL,ESN700006,ESN700008,2025-05-13 20:00:00,2025-05-13 20:00:00,2025-05-13 22:10:00,2025-05-13 22:10:00,130,2.1666666666666665,2.1666666666666665,1,RAIN,0,COMPLETED
151,2025-10-10,VT-JAA007,R033,CCU,PAT,ESN700016,ESN700018,2025-10-10 13:00:00,2025-10-10 14:02:00,2025-10-10 14:00:00,2025-10-10 15:02:00,60,1.0,1.0,1,STORM,62,DELAYED
152,2025-07-17,VT-JAA011,R048,BLR,SIN,ESN700026,ESN700027,2025-07-17 13:00:00,2025-07-17 13:00:00,2025-07-17 17:15:00,2025-07-17 17:15:00,255,4.25,4.25,1,FOG,0,COMPLETED
153,2025-02-01,VT-JAA018,R055,HYD,DXB,ESN700038,ESN700040,2025-02-01 19:00:00,2025-02-01 19:00:00,2025-02-01 22:40:00,2025-02-01 22:40:00,220,3.6666666666666665,3.6666666666666665,1,CLEAR,0,DELAYED
154,2025-05-16,VT-JAA021,R023,HYD,VGA,ESN700043,ESN700044,2025-05-16 19:00:00,2025-05-16 19:00:00,2025-05-16 19:40:00,2025-05-16 19:40:00,40,0.6666666666666666,0.6666666666666666,1,RAIN,0,COMPLETED
155,2025-09-05,VT-JAA022,R024,HYD,CCU,ESN700045,ESN700046,2025-09-05 14:00:00,2025-09-05 14:00:00,2025-09-05 16:00:00,2025-09-05 16:00:00,120,2.0,2.0,1,CLEAR,0,DELAYED
156,2025-12-25,VT-JAA015,R037,BOM,DXB,ESN700032,ESN700033,2025-12-25 07:00:00,2025-12-25 07:00:00,2025-12-25 10:00:00,2025-12-25 10:00:00,180,3.0,3.0,1,FOG,0,DELAYED
157,2025-12-07,VT-JAA004,R035,CCU,VTZ,ESN700010,ESN700011,2025-12-07 04:00:00,2025-12-07 05:53:00,2025-12-07 05:30:00,2025-12-07 07:23:00,90,1.5,1.5,1,CLOUDY,113,DELAYED
158,2025-05-26,VT-JAA005,R044,BOM,MCT,ESN700012,ESN700013,2025-05-26 08:00:00,2025-05-26 08:00:00,2025-05-26 10:30:00,2025-05-26 10:30:00,150,2.5,2.5,1,CLOUDY,0,COMPLETED
159,2025-11-30,VT-JAA014,R040,MAA,CMB,ESN700030,ESN700031,2025-11-30 20:00:00,2025-11-30 20:00:00,2025-11-30 21:15:00,2025-11-30 21:15:00,75,1.25,1.25,1,STORM,0,COMPLETED
160,2025-05-23,VT-JAA027,R022,HYD,VTZ,ESN700055,ESN700056,2025-05-23 15:00:00,2025-05-23 15:00:00,2025-05-23 16:00:00,2025-05-23 16:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
161,2025-08-22,VT-JAA014,R027,MAA,TRV,ESN700030,ESN700031,2025-08-22 23:00:00,2025-08-22 23:00:00,2025-08-23 00:05:00,2025-08-23 00:05:00,65,1.0833333333333333,1.0833333333333333,1,CLOUDY,0,COMPLETED
162,2025-02-13,VT-JAA010,R035,CCU,VTZ,ESN700024,ESN700025,2025-02-13 02:00:00,2025-02-13 02:00:00,2025-02-13 03:30:00,2025-02-13 03:30:00,90,1.5,1.5,1,FOG,0,COMPLETED
163,2025-02-01,VT-JAA023,R001,DEL,BOM,ESN700047,ESN700048,2025-02-01 11:00:00,2025-02-01 11:00:00,2025-02-01 13:05:00,2025-02-01 13:05:00,125,2.0833333333333335,2.0833333333333335,1,RAIN,0,COMPLETED
164,2025-08-19,VT-JAA007,R035,CCU,VTZ,ESN700016,ESN700018,2025-08-19 06:00:00,2025-08-19 06:00:00,2025-08-19 07:30:00,2025-08-19 07:30:00,90,1.5,1.5,1,RAIN,0,COMPLETED
165,2025-01-28,VT-JAA009,R037,BOM,DXB,ESN700021,ESN700022,2025-01-28 16:00:00,2025-01-28 17:37:00,2025-01-28 19:00:00,2025-01-28 20:37:00,180,3.0,3.0,1,FOG,97,DELAYED
166,2025-06-09,VT-JAA007,R047,BOM,DXB,ESN700016,ESN700018,2025-06-09 14:00:00,2025-06-09 14:00:00,2025-06-09 17:00:00,2025-06-09 17:00:00,180,3.0,3.0,1,RAIN,0,COMPLETED
167,2025-11-29,VT-JAA018,R014,BOM,AMD,ESN700038,ESN700040,2025-11-29 14:00:00,2025-11-29 14:00:00,2025-11-29 15:00:00,2025-11-29 15:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
168,2025-07-26,VT-JAA025,R003,DEL,HYD,ESN700051,ESN700052,2025-07-26 11:00:00,2025-07-26 11:00:00,2025-07-26 13:15:00,2025-07-26 13:15:00,135,2.25,2.25,1,RAIN,0,COMPLETED
169,2025-01-18,VT-JAA007,R001,DEL,BOM,ESN700016,ESN700018,2025-01-18 20:00:00,2025-01-18 20:30:00,2025-01-18 22:05:00,2025-01-18 22:35:00,125,2.0833333333333335,2.0833333333333335,1,RAIN,30,DELAYED
170,2025-04-13,VT-JAA004,R005,DEL,CCU,ESN700010,ESN700011,2025-04-13 01:00:00,2025-04-13 01:00:00,2025-04-13 03:10:00,2025-04-13 03:10:00,130,2.1666666666666665,2.1666666666666665,1,STORM,0,COMPLETED
171,2025-03-11,VT-JAA016,R026,MAA,COK,ESN700034,ESN700037,2025-03-11 07:00:00,2025-03-11 07:19:00,2025-03-11 08:00:00,2025-03-11 08:19:00,60,1.0,1.0,1,CLEAR,19,DELAYED
172,2025-04-29,VT-JAA022,R055,HYD,DXB,ESN700045,ESN700046,2025-04-29 21:00:00,2025-04-29 22:23:00,2025-04-30 00:40:00,2025-04-30 02:03:00,220,3.6666666666666665,3.6666666666666665,1,CLOUDY,83,COMPLETED
173,2025-05-19,VT-JAA015,R014,BOM,AMD,ESN700032,ESN700033,2025-05-19 04:00:00,2025-05-19 04:00:00,2025-05-19 05:00:00,2025-05-19 05:00:00,60,1.0,1.0,1,RAIN,0,COMPLETED
174,2025-06-09,VT-JAA011,R039,HYD,AUH,ESN700026,ESN700027,2025-06-09 02:00:00,2025-06-09 02:00:00,2025-06-09 05:45:00,2025-06-09 05:45:00,225,3.75,3.75,1,CLOUDY,0,DELAYED
175,2025-08-20,VT-JAA025,R027,MAA,TRV,ESN700051,ESN700052,2025-08-20 00:00:00,2025-08-20 00:06:00,2025-08-20 01:05:00,2025-08-20 01:11:00,65,1.0833333333333333,1.0833333333333333,1,CLOUDY,6,DELAYED
176,2025-05-28,VT-JAA003,R009,BOM,BLR,ESN700006,ESN700008,2025-05-28 15:00:00,2025-05-28 15:00:00,2025-05-28 16:35:00,2025-05-28 16:35:00,95,1.5833333333333333,1.5833333333333333,1,FOG,0,DELAYED
177,2025-12-19,VT-JAA014,R015,BOM,PNQ,ESN700030,ESN700031,2025-12-19 09:00:00,2025-12-19 10:14:00,2025-12-19 09:40:00,2025-12-19 10:54:00,40,0.6666666666666666,0.6666666666666666,1,FOG,74,COMPLETED
178,2025-08-31,VT-JAA005,R015,BOM,PNQ,ESN700012,ESN700013,2025-08-31 09:00:00,2025-08-31 10:55:00,2025-08-31 09:40:00,2025-08-31 11:35:00,40,0.6666666666666666,0.6666666666666666,1,FOG,115,COMPLETED
179,2025-02-04,VT-JAA003,R026,MAA,COK,ESN700006,ESN700008,2025-02-04 10:00:00,2025-02-04 11:59:00,2025-02-04 11:00:00,2025-02-04 12:59:00,60,1.0,1.0,1,CLEAR,119,COMPLETED
180,2025-11-21,VT-JAA022,R042,CCU,DAC,ESN700045,ESN700046,2025-11-21 11:00:00,2025-11-21 11:00:00,2025-11-21 11:45:00,2025-11-21 11:45:00,45,0.75,0.75,1,CLEAR,0,COMPLETED
181,2025-12-21,VT-JAA030,R060,DEL,DOH,ESN700059,ESN700060,2025-12-21 07:00:00,2025-12-21 08:17:00,2025-12-21 10:50:00,2025-12-21 12:07:00,230,3.8333333333333335,3.8333333333333335,1,CLOUDY,77,COMPLETED
182,2025-08-27,VT-JAA011,R013,BOM,GOX,ESN700026,ESN700027,2025-08-27 04:00:00,2025-08-27 05:52:00,2025-08-27 05:00:00,2025-08-27 06:52:00,60,1.0,1.0,1,CLOUDY,112,DELAYED
183,2025-11-30,VT-JAA007,R051,COK,DXB,ESN700016,ESN700018,2025-11-30 08:00:00,2025-11-30 09:59:00,2025-11-30 12:00:00,2025-11-30 13:59:00,240,4.0,4.0,1,CLOUDY,119,DELAYED
184,2025-05-29,VT-JAA023,R032,CCU,BBI,ESN700047,ESN700048,2025-05-29 10:00:00,2025-05-29 10:00:00,2025-05-29 10:55:00,2025-05-29 10:55:00,55,0.9166666666666666,0.9166666666666666,1,CLOUDY,0,COMPLETED
185,2025-04-21,VT-JAA007,R039,HYD,AUH,ESN700016,ESN700018,2025-04-21 14:00:00,2025-04-21 14:48:00,2025-04-21 17:45:00,2025-04-21 18:33:00,225,3.75,3.75,1,STORM,48,COMPLETED
186,2025-01-17,VT-JAA007,R049,HYD,AUH,ESN700016,ESN700018,2025-01-17 22:00:00,2025-01-17 22:00:00,2025-01-18 01:45:00,2025-01-18 01:45:00,225,3.75,3.75,1,CLOUDY,0,COMPLETED
187,2025-08-14,VT-JAA027,R052,CCU,DAC,ESN700055,ESN700056,2025-08-14 16:00:00,2025-08-14 16:23:00,2025-08-14 16:45:00,2025-08-14 17:08:00,45,0.75,0.75,1,FOG,23,COMPLETED
188,2025-05-20,VT-JAA013,R032,CCU,BBI,ESN700028,ESN700029,2025-05-20 10:00:00,2025-05-20 10:00:00,2025-05-20 10:55:00,2025-05-20 10:55:00,55,0.9166666666666666,0.9166666666666666,1,CLOUDY,0,DELAYED
189,2025-05-24,VT-JAA014,R004,DEL,MAA,ESN700030,ESN700031,2025-05-24 12:00:00,2025-05-24 12:00:00,2025-05-24 14:50:00,2025-05-24 14:50:00,170,2.8333333333333335,2.8333333333333335,1,FOG,0,DELAYED
190,2025-09-17,VT-JAA018,R030,MAA,IXM,ESN700038,ESN700040,2025-09-17 16:00:00,2025-09-17 16:49:00,2025-09-17 16:50:00,2025-09-17 17:39:00,50,0.8333333333333334,0.8333333333333334,1,FOG,49,COMPLETED
191,2025-08-05,VT-JAA015,R037,BOM,DXB,ESN700032,ESN700033,2025-08-05 22:00:00,2025-08-05 22:00:00,2025-08-06 01:00:00,2025-08-06 01:00:00,180,3.0,3.0,1,CLOUDY,0,DELAYED
192,2025-06-11,VT-JAA025,R023,HYD,VGA,ESN700051,ESN700052,2025-06-11 06:00:00,2025-06-11 07:11:00,2025-06-11 06:40:00,2025-06-11 07:51:00,40,0.6666666666666666,0.6666666666666666,1,CLOUDY,71,COMPLETED
193,2025-04-02,VT-JAA023,R039,HYD,AUH,ESN700047,ESN700048,2025-04-02 08:00:00,2025-04-02 08:00:00,2025-04-02 11:45:00,2025-04-02 11:45:00,225,3.75,3.75,1,RAIN,0,DELAYED
194,2025-06-23,VT-JAA030,R045,HYD,DXB,ESN700059,ESN700060,2025-06-23 17:00:00,2025-06-23 17:00:00,2025-06-23 20:40:00,2025-06-23 20:40:00,220,3.6666666666666665,3.6666666666666665,1,FOG,0,DELAYED
195,2025-11-27,VT-JAA027,R015,BOM,PNQ,ESN700055,ESN700056,2025-11-27 22:00:00,2025-11-27 22:26:00,2025-11-27 22:40:00,2025-11-27 23:06:00,40,0.6666666666666666,0.6666666666666666,1,CLOUDY,26,COMPLETED
196,2025-07-24,VT-JAA020,R043,DEL,KTM,ESN700041,ESN700042,2025-07-24 17:00:00,2025-07-24 17:21:00,2025-07-24 18:30:00,2025-07-24 18:51:00,90,1.5,1.5,1,CLOUDY,21,COMPLETED
197,2025-06-02,VT-JAA013,R029,MAA,GOX,ESN700028,ESN700029,2025-06-02 09:00:00,2025-06-02 10:02:00,2025-06-02 10:30:00,2025-06-02 11:32:00,90,1.5,1.5,1,RAIN,62,COMPLETED
198,2025-04-13,VT-JAA001,R036,DEL,DXB,ESN700001,ESN700002,2025-04-13 11:00:00,2025-04-13 11:00:00,2025-04-13 14:30:00,2025-04-13 14:30:00,210,3.5,3.5,1,STORM,0,DELAYED
199,2025-07-21,VT-JAA020,R013,BOM,GOX,ESN700041,ESN700042,2025-07-21 17:00:00,2025-07-21 17:00:00,2025-07-21 18:00:00,2025-07-21 18:00:00,60,1.0,1.0,1,FOG,0,DELAYED
200,2025-10-07,VT-JAA027,R032,CCU,BBI,ESN700055,ESN700056,2025-10-07 20:00:00,2025-10-07 21:52:00,2025-10-07 20:55:00,2025-10-07 22:47:00,55,0.9166666666666666,0.9166666666666666,1,FOG,112,DELAYED
201,2025-03-06,VT-JAA002,R007,DEL,GOX,ESN700003,ESN700005,2025-03-06 08:00:00,2025-03-06 08:00:00,2025-03-06 10:30:00,2025-03-06 10:30:00,150,2.5,2.5,1,RAIN,0,COMPLETED
202,2025-04-27,VT-JAA025,R059,BLR,CMB,ESN700051,ESN700052,2025-04-27 08:00:00,2025-04-27 09:57:00,2025-04-27 09:25:00,2025-04-27 11:22:00,85,1.4166666666666667,1.4166666666666667,1,STORM,117,DELAYED
203,2025-06-02,VT-JAA002,R051,COK,DXB,ESN700003,ESN700005,2025-06-02 09:00:00,2025-06-02 09:00:00,2025-06-02 13:00:00,2025-06-02 13:00:00,240,4.0,4.0,1,CLEAR,0,COMPLETED
204,2025-06-05,VT-JAA004,R022,HYD,VTZ,ESN700010,ESN700011,2025-06-05 00:00:00,2025-06-05 01:13:00,2025-06-05 01:00:00,2025-06-05 02:13:00,60,1.0,1.0,1,RAIN,73,DELAYED
205,2025-06-13,VT-JAA029,R028,MAA,CCU,ESN700057,ESN700058,2025-06-13 10:00:00,2025-06-13 10:00:00,2025-06-13 12:10:00,2025-06-13 12:10:00,130,2.1666666666666665,2.1666666666666665,1,CLOUDY,0,COMPLETED
206,2025-03-23,VT-JAA030,R002,DEL,BLR,ESN700059,ESN700060,2025-03-23 13:00:00,2025-03-23 13:25:00,2025-03-23 15:50:00,2025-03-23 16:15:00,170,2.8333333333333335,2.8333333333333335,1,CLOUDY,25,COMPLETED
207,2025-01-06,VT-JAA018,R042,CCU,DAC,ESN700038,ESN700040,2025-01-06 22:00:00,2025-01-06 23:24:00,2025-01-06 22:45:00,2025-01-07 00:09:00,45,0.75,0.75,1,CLOUDY,84,COMPLETED
208,2025-11-18,VT-JAA024,R045,HYD,DXB,ESN700049,ESN700050,2025-11-18 09:00:00,2025-11-18 09:00:00,2025-11-18 12:40:00,2025-11-18 12:40:00,220,3.6666666666666665,3.6666666666666665,1,CLEAR,0,DELAYED
209,2025-03-08,VT-JAA018,R057,CCU,BKK,ESN700038,ESN700040,2025-03-08 13:00:00,2025-03-08 13:36:00,2025-03-08 15:25:00,2025-03-08 16:01:00,145,2.4166666666666665,2.4166666666666665,1,CLOUDY,36,COMPLETED
210,2025-08-26,VT-JAA016,R053,DEL,KTM,ESN700034,ESN700037,2025-08-26 18:00:00,2025-08-26 18:00:00,2025-08-26 19:30:00,2025-08-26 19:30:00,90,1.5,1.5,1,CLEAR,0,COMPLETED
211,2025-03-13,VT-JAA001,R006,DEL,AMD,ESN700001,ESN700002,2025-03-13 09:00:00,2025-03-13 09:00:00,2025-03-13 10:30:00,2025-03-13 10:30:00,90,1.5,1.5,1,RAIN,0,COMPLETED
212,2025-04-05,VT-JAA013,R028,MAA,CCU,ESN700028,ESN700029,2025-04-05 16:00:00,2025-04-05 16:00:00,2025-04-05 18:10:00,2025-04-05 18:10:00,130,2.1666666666666665,2.1666666666666665,1,CLEAR,0,COMPLETED
213,2025-10-31,VT-JAA018,R028,MAA,CCU,ESN700038,ESN700040,2025-10-31 01:00:00,2025-10-31 01:00:00,2025-10-31 03:10:00,2025-10-31 03:10:00,130,2.1666666666666665,2.1666666666666665,1,CLOUDY,0,COMPLETED
214,2025-11-22,VT-JAA022,R044,BOM,MCT,ESN700045,ESN700046,2025-11-22 21:00:00,2025-11-22 21:00:00,2025-11-22 23:30:00,2025-11-22 23:30:00,150,2.5,2.5,1,FOG,0,COMPLETED
215,2025-03-19,VT-JAA021,R044,BOM,MCT,ESN700043,ESN700044,2025-03-19 13:00:00,2025-03-19 13:25:00,2025-03-19 15:30:00,2025-03-19 15:55:00,150,2.5,2.5,1,CLOUDY,25,DELAYED
216,2025-03-08,VT-JAA020,R020,BLR,VTZ,ESN700041,ESN700042,2025-03-08 17:00:00,2025-03-08 17:00:00,2025-03-08 18:30:00,2025-03-08 18:30:00,90,1.5,1.5,1,CLEAR,0,COMPLETED
217,2025-06-25,VT-JAA014,R030,MAA,IXM,ESN700030,ESN700031,2025-06-25 01:00:00,2025-06-25 01:00:00,2025-06-25 01:50:00,2025-06-25 01:50:00,50,0.8333333333333334,0.8333333333333334,1,CLEAR,0,COMPLETED
218,2025-11-17,VT-JAA029,R011,BOM,MAA,ESN700057,ESN700058,2025-11-17 19:00:00,2025-11-17 19:28:00,2025-11-17 20:55:00,2025-11-17 21:23:00,115,1.9166666666666667,1.9166666666666667,1,STORM,28,COMPLETED
219,2025-06-21,VT-JAA015,R058,MAA,KUL,ESN700032,ESN700033,2025-06-21 18:00:00,2025-06-21 18:00:00,2025-06-21 21:50:00,2025-06-21 21:50:00,230,3.8333333333333335,3.8333333333333335,1,STORM,0,DELAYED
220,2025-09-12,VT-JAA001,R055,HYD,DXB,ESN700001,ESN700002,2025-09-12 23:00:00,2025-09-12 23:00:00,2025-09-13 02:40:00,2025-09-13 02:40:00,220,3.6666666666666665,3.6666666666666665,1,STORM,0,COMPLETED
221,2025-03-04,VT-JAA003,R028,MAA,CCU,ESN700006,ESN700008,2025-03-04 07:00:00,2025-03-04 07:00:00,2025-03-04 09:10:00,2025-03-04 09:10:00,130,2.1666666666666665,2.1666666666666665,1,CLOUDY,0,DELAYED
222,2025-10-29,VT-JAA014,R025,HYD,AMD,ESN700030,ESN700031,2025-10-29 05:00:00,2025-10-29 05:09:00,2025-10-29 06:35:00,2025-10-29 06:44:00,95,1.5833333333333333,1.5833333333333333,1,CLEAR,9,COMPLETED
223,2025-09-03,VT-JAA026,R039,HYD,AUH,ESN700053,ESN700054,2025-09-03 19:00:00,2025-09-03 19:54:00,2025-09-03 22:45:00,2025-09-03 23:39:00,225,3.75,3.75,1,STORM,54,COMPLETED
224,2025-07-11,VT-JAA014,R033,CCU,PAT,ESN700030,ESN700031,2025-07-11 06:00:00,2025-07-11 06:00:00,2025-07-11 07:00:00,2025-07-11 07:00:00,60,1.0,1.0,1,FOG,0,DELAYED
