utilization_id,utilization_date,flight_id,engine_serial_number,aircraft_registration,flight_hours,flight_cycles,cumulative_engine_hours,cumulative_engine_cycles,engine_status
UTL0000278,2025-01-04,635,ESN700048,VT-JAA023,1.0,1,8.92,5,INSTALLED
UTL0000279,2025-01-04,2787,ESN700047,VT-JAA023,3.75,1,12.67,6,INSTALLED
UTL0000280,2025-01-04,2787,ESN700048,VT-JAA023,3.75,1,12.67,6,INSTALLED
UTL0000281,2025-01-04,4146,ESN700047,VT-JAA023,1.0,1,13.67,7,INSTALLED
UTL0000282,2025-01-04,4146,ESN700048,VT-JAA023,1.0,1,13.67,7,INSTALLED
UTL0000283,2025-01-04,4544,ESN700051,VT-JAA025,1.5,1,14.33,7,INSTALLED
UTL0000284,2025-01-04,4544,ESN700052,VT-JAA025,1.5,1,14.33,7,INSTALLED
UTL0000285,2025-01-04,19426,ESN700051,VT-JAA025,4.25,1,18.58,8,INSTALLED
UTL0000286,2025-01-04,19426,ESN700052,VT-JAA025,4.25,1,18.58,8,INSTALLED
UTL0000287,2025-01-04,1206,ESN700053,VT-JAA026,3.17,1,20.17,7,INSTALLED
UTL0000288,2025-01-04,1206,ESN700054,VT-JAA026,3.17,1,20.17,7,INSTALLED
UTL0000289,2025-01-04,6600,ESN700055,VT-JAA027,1.33,1,7.83,3,INSTALLED
UTL0000290,2025-01-04,6600,ESN700056,VT-JAA027,1.33,1,7.83,3,INSTALLED
UTL0000291,2025-01-04,13770,ESN700055,VT-JAA027,0.83,1,8.67,4,INSTALLED
UTL0000292,2025-01-04,13770,ESN700056,VT-JAA027,0.83,1,8.67,4,INSTALLED
UTL0000293,2025-01-04,23439,ESN700055,VT-JAA027,1.0,1,9.67,5,INSTALLED
UTL0000294,2025-01-04,23439,ESN700056,VT-JAA027,1.0,1,9.67,5,INSTALLED
UTL0000295,2025-01-04,14993,ESN700057,VT-JAA029,1.58,1,8.5,4,INSTALLED
UTL0000296,2025-01-04,14993,ESN700058,VT-JAA029,1.58,1,8.5,4,INSTALLED
UTL0000297,2025-01-04,4720,ESN700059,VT-JAA030,4.0,1,16.83,7,INSTALLED
UTL0000298,2025-01-04,4720,ESN700060,VT-JAA030,4.0,1,16.83,7,INSTALLED
UTL0000299,2025-01-04,13690,ESN700059,VT-JAA030,3.83,1,20.67,8,INSTALLED
UTL0000300,2025-01-04,13690,ESN700060,VT-JAA030,3.83,1,20.67,8,INSTALLED
UTL0000301,2025-01-04,15575,ESN700059,VT-JAA030,2.5,1,23.17,9,INSTALLED
UTL0000302,2025-01-04,15575,ESN700060,VT-JAA030,2.5,1,23.17,9,INSTALLED
UTL0000303,2025-01-04,17308,ESN700059,VT-JAA030,1.0,1,24.17,10,INSTALLED
UTL0000304,2025-01-04,17308,ESN700060,VT-JAA030,1.0,1,24.17,10,INSTALLED
UTL0000305,2025-01-04,17796,ESN700059,VT-JAA030,1.0,1,25.17,11,INSTALLED
UTL0000306,2025-01-04,17796,ESN700060,VT-JAA030,1.0,1,25.17,11,INSTALLED
UTL0000307,2025-01-05,5273,ESN700001,VT-JAA001,0.83,1,19.92,10,INSTALLED
UTL0000308,2025-01-05,5273,ESN700002,VT-JAA001,0.83,1,19.92,10,INSTALLED
UTL0000309,2025-01-05,17085,ESN700001,VT-JAA001,0.92,1,20.83,11,INSTALLED
UTL0000310,2025-01-05,17085,ESN700002,VT-JAA001,0.92,1,20.83,11,INSTALLED
UTL0000311,2025-01-05,20037,ESN700003,VT-JAA002,4.0,1,17.42,8,INSTALLED
UTL0000312,2025-01-05,20037,ESN700005,VT-JAA002,4.0,1,17.42,8,INSTALLED
UTL0000313,2025-01-05,15298,ESN700006,VT-JAA003,2.5,1,19.17,7,INSTALLED
UTL0000314,2025-01-05,15298,ESN700008,VT-JAA003,2.5,1,19.17,7,INSTALLED
UTL0000315,2025-01-05,20128,ESN700006,VT-JAA003,2.5,1,21.67,8,INSTALLED
UTL0000316,2025-01-05,20128,ESN700008,VT-JAA003,2.5,1,21.67,8,INSTALLED
UTL0000317,2025-01-05,12564,ESN700010,VT-JAA004,1.0,1,7.92,5,INSTALLED
UTL0000318,2025-01-05,12564,ESN700011,VT-JAA004,1.0,1,7.92,5,INSTALLED
UTL0000319,2025-01-05,17372,ESN700010,VT-JAA004,2.83,1,10.75,6,INSTALLED
UTL0000320,2025-01-05,17372,ESN700011,VT-JAA004,2.83,1,10.75,6,INSTALLED
UTL0000321,2025-01-05,14773,ESN700012,VT-JAA005,2.0,1,10.83,4,INSTALLED
UTL0000322,2025-01-05,14773,ESN700013,VT-JAA005,2.0,1,10.83,4,INSTALLED
UTL0000323,2025-01-05,18618,ESN700012,VT-JAA005,0.67,1,11.5,5,INSTALLED
UTL0000324,2025-01-05,18618,ESN700013,VT-JAA005,0.67,1,11.5,5,INSTALLED
UTL0000325,2025-01-05,20812,ESN700012,VT-JAA005,0.75,1,12.25,6,INSTALLED
UTL0000326,2025-01-05,20812,ESN700013,VT-JAA005,0.75,1,12.25,6,INSTALLED
UTL0000327,2025-01-05,13259,ESN700021,VT-JAA009,2.83,1,20.33,10,INSTALLED
UTL0000328,2025-01-05,13259,ESN700022,VT-JAA009,2.83,1,20.33,10,INSTALLED
UTL0000329,2025-01-05,20255,ESN700024,VT-JAA010,3.75,1,22.0,10,INSTALLED
UTL0000330,2025-01-05,20255,ESN700025,VT-JAA010,3.75,1,22.0,10,INSTALLED
UTL0000331,2025-01-05,4845,ESN700026,VT-JAA011,1.5,1,12.0,6,INSTALLED
UTL0000332,2025-01-05,4845,ESN700027,VT-JAA011,1.5,1,12.0,6,INSTALLED
UTL0000333,2025-01-05,14734,ESN700028,VT-JAA013,0.75,1,11.75,5,INSTALLED
UTL0000334,2025-01-05,14734,ESN700029,VT-JAA013,0.75,1,11.75,5,INSTALLED
UTL0000335,2025-01-05,18684,ESN700028,VT-JAA013,3.5,1,15.25,6,INSTALLED
UTL0000336,2025-01-05,18684,ESN700029,VT-JAA013,3.5,1,15.25,6,INSTALLED
UTL0000337,2025-01-05,20541,ESN700028,VT-JAA013,1.0,1,16.25,7,INSTALLED
UTL0000338,2025-01-05,20541,ESN700029,VT-JAA013,1.0,1,16.25,7,INSTALLED
UTL0000339,2025-01-05,22960,ESN700028,VT-JAA013,4.17,1,20.42,8,INSTALLED
UTL0000340,2025-01-05,22960,ESN700029,VT-JAA013,4.17,1,20.42,8,INSTALLED
UTL0000341,2025-01-05,11879,ESN700030,VT-JAA014,1.58,1,11.0,7,INSTALLED
UTL0000342,2025-01-05,11879,ESN700031,VT-JAA014,1.58,1,11.0,7,INSTALLED
UTL0000343,2025-01-05,7227,ESN700032,VT-JAA015,1.5,1,7.42,5,INSTALLED
UTL0000344,2025-01-05,7227,ESN700033,VT-JAA015,1.5,1,7.42,5,INSTALLED
UTL0000345,2025-01-05,16777,ESN700032,VT-JAA015,3.83,1,11.25,6,INSTALLED
UTL0000346,2025-01-05,16777,ESN700033,VT-JAA015,3.83,1,11.25,6,INSTALLED
UTL0000347,2025-01-05,20274,ESN700032,VT-JAA015,2.25,1,13.5,7,INSTALLED
UTL0000348,2025-01-05,20274,ESN700033,VT-JAA015,2.25,1,13.5,7,INSTALLED
UTL0000349,2025-01-05,11893,ESN700034,VT-JAA016,2.83,1,13.17,7,INSTALLED
UTL0000350,2025-01-05,11893,ESN700037,VT-JAA016,2.83,1,13.17,7,INSTALLED
UTL0000351,2025-01-05,5971,ESN700038,VT-JAA018,2.08,1,24.83,12,INSTALLED
UTL0000352,2025-01-05,5971,ESN700040,VT-JAA018,2.08,1,24.83,12,INSTALLED
UTL0000353,2025-01-05,9348,ESN700038,VT-JAA018,1.25,1,26.08,13,INSTALLED
UTL0000354,2025-01-05,9348,ESN700040,VT-JAA018,1.25,1,26.08,13,INSTALLED
UTL0000355,2025-01-05,4432,ESN700043,VT-JAA021,2.0,1,14.5,9,INSTALLED
UTL0000356,2025-01-05,4432,ESN700044,VT-JAA021,2.0,1,14.5,9,INSTALLED
UTL0000357,2025-01-05,8114,ESN700043,VT-JAA021,1.5,1,16.0,10,INSTALLED
UTL0000358,2025-01-05,8114,ESN700044,VT-JAA021,1.5,1,16.0,10,INSTALLED
UTL0000359,2025-01-05,14431,ESN700043,VT-JAA021,1.0,1,17.0,11,INSTALLED
UTL0000360,2025-01-05,14431,ESN700044,VT-JAA021,1.0,1,17.0,11,INSTALLED
UTL0000361,2025-01-05,13036,ESN700045,VT-JAA022,0.83,1,4.17,4,INSTALLED
UTL0000362,2025-01-05,13036,ESN700046,VT-JAA022,0.83,1,4.17,4,INSTALLED
UTL0000363,2025-01-05,17306,ESN700047,VT-JAA023,1.25,1,14.92,8,INSTALLED
UTL0000364,2025-01-05,17306,ESN700048,VT-JAA023,1.25,1,14.92,8,INSTALLED
UTL0000365,2025-01-05,23857,ESN700047,VT-JAA023,2.83,1,17.75,9,INSTALLED
UTL0000366,2025-01-05,23857,ESN700048,VT-JAA023,2.83,1,17.75,9,INSTALLED
UTL0000367,2025-01-05,13176,ESN700049,VT-JAA024,2.5,1,13.0,5,INSTALLED
UTL0000368,2025-01-05,13176,ESN700050,VT-JAA024,2.5,1,13.0,5,INSTALLED
UTL0000369,2025-01-05,20141,ESN700049,VT-JAA024,2.0,1,15.0,6,INSTALLED
UTL0000370,2025-01-05,20141,ESN700050,VT-JAA024,2.0,1,15.0,6,INSTALLED
UTL0000371,2025-01-05,20969,ESN700049,VT-JAA024,1.0,1,16.0,7,INSTALLED
UTL0000372,2025-01-05,20969,ESN700050,VT-JAA024,1.0,1,16.0,7,INSTALLED
UTL0000373,2025-01-05,4126,ESN700051,VT-JAA025,1.25,1,19.83,9,INSTALLED
UTL0000374,2025-01-05,4126,ESN700052,VT-JAA025,1.25,1,19.83,9,INSTALLED
UTL0000375,2025-01-05,4162,ESN700051,VT-JAA025,0.83,1,20.67,10,INSTALLED
UTL0000376,2025-01-05,4162,ESN700052,VT-JAA025,0.83,1,20.67,10,INSTALLED
UTL0000377,2025-01-05,10768,ESN700051,VT-JAA025,3.0,1,23.67,11,INSTALLED
UTL0000378,2025-01-05,10768,ESN700052,VT-JAA025,3.0,1,23.67,11,INSTALLED
UTL0000379,2025-01-05,11544,ESN700051,VT-JAA025,1.33,1,25.0,12,INSTALLED
UTL0000380,2025-01-05,11544,ESN700052,VT-JAA025,1.33,1,25.0,12,INSTALLED
UTL0000381,2025-01-05,2744,ESN700053,VT-JAA026,1.0,1,21.17,8,INSTALLED
UTL0000382,2025-01-05,2744,ESN700054,VT-JAA026,1.0,1,21.17,8,INSTALLED
UTL0000383,2025-01-05,13707,ESN700053,VT-JAA026,3.5,1,24.67,9,INSTALLED
UTL0000384,2025-01-05,13707,ESN700054,VT-JAA026,3.5,1,24.67,9,INSTALLED
UTL0000385,2025-01-05,22593,ESN700053,VT-JAA026,2.25,1,26.92,10,INSTALLED
UTL0000386,2025-01-05,22593,ESN700054,VT-JAA026,2.25,1,26.92,10,INSTALLED
UTL0000387,2025-01-05,2160,ESN700055,VT-JAA027,3.83,1,13.5,6,INSTALLED
UTL0000388,2025-01-05,2160,ESN700056,VT-JAA027,3.83,1,13.5,6,INSTALLED
UTL0000389,2025-01-05,4480,ESN700055,VT-JAA027,4.17,1,17.67,7,INSTALLED
UTL0000390,2025-01-05,4480,ESN700056,VT-JAA027,4.17,1,17.67,7,INSTALLED
UTL0000391,2025-01-05,6294,ESN700057,VT-JAA029,1.25,1,9.75,5,INSTALLED
UTL0000392,2025-01-05,6294,ESN700058,VT-JAA029,1.25,1,9.75,5,INSTALLED
UTL0000393,2025-01-05,9246,ESN700057,VT-JAA029,1.5,1,11.25,6,INSTALLED
UTL0000394,2025-01-05,9246,ESN700058,VT-JAA029,1.5,1,11.25,6,INSTALLED
UTL0000395,2025-01-05,18615,ESN700057,VT-JAA029,0.92,1,12.17,7,INSTALLED
UTL0000396,2025-01-05,18615,ESN700058,VT-JAA029,0.92,1,12.17,7,INSTALLED
UTL0000397,2025-01-05,20643,ESN700057,VT-JAA029,0.67,1,12.83,8,INSTALLED
UTL0000398,2025-01-05,20643,ESN700058,VT-JAA029,0.67,1,12.83,8,INSTALLED
UTL0000399,2025-01-05,23110,ESN700057,VT-JAA029,2.83,1,15.67,9,INSTALLED
UTL0000400,2025-01-05,23110,ESN700058,VT-JAA029,2.83,1,15.67,9,INSTALLED
UTL0000401,2025-01-05,10913,ESN700059,VT-JAA030,0.75,1,25.92,12,INSTALLED
UTL0000402,2025-01-05,10913,ESN700060,VT-JAA030,0.75,1,25.92,12,INSTALLED
UTL0000403,2025-01-05,15521,ESN700059,VT-JAA030,2.67,1,28.58,13,INSTALLED
UTL0000404,2025-01-05,15521,ESN700060,VT-JAA030,2.67,1,28.58,13,INSTALLED
UTL0000405,2025-01-05,24681,ESN700059,VT-JAA030,2.17,1,30.75,14,INSTALLED
UTL0000406,2025-01-05,24681,ESN700060,VT-JAA030,2.17,1,30.75,14,INSTALLED
UTL0000407,2025-01-06,14929,ESN700006,VT-JAA003,2.5,1,24.17,9,INSTALLED
UTL0000408,2025-01-06,14929,ESN700008,VT-JAA003,2.5,1,24.17,9,INSTALLED
UTL0000409,2025-01-06,7146,ESN700010,VT-JAA004,1.0,1,11.75,7,INSTALLED
UTL0000410,2025-01-06,7146,ESN700011,VT-JAA004,1.0,1,11.75,7,INSTALLED
UTL0000411,2025-01-06,23091,ESN700010,VT-JAA004,0.67,1,12.42,8,INSTALLED
UTL0000412,2025-01-06,23091,ESN700011,VT-JAA004,0.67,1,12.42,8,INSTALLED
UTL0000413,2025-01-06,23435,ESN700010,VT-JAA004,4.25,1,16.67,9,INSTALLED
UTL0000414,2025-01-06,23435,ESN700011,VT-JAA004,4.25,1,16.67,9,INSTALLED
UTL0000415,2025-01-06,12211,ESN700016,VT-JAA007,0.75,1,11.17,7,INSTALLED
UTL0000416,2025-01-06,12211,ESN700018,VT-JAA007,0.75,1,11.17,7,INSTALLED
UTL0000417,2025-01-06,15406,ESN700016,VT-JAA007,1.0,1,12.17,8,INSTALLED
UTL0000418,2025-01-06,15406,ESN700018,VT-JAA007,1.0,1,12.17,8,INSTALLED
UTL0000419,2025-01-06,16413,ESN700021,VT-JAA009,2.42,1,22.75,11,INSTALLED
UTL0000420,2025-01-06,16413,ESN700022,VT-JAA009,2.42,1,22.75,11,INSTALLED
UTL0000421,2025-01-06,19245,ESN700021,VT-JAA009,1.5,1,24.25,12,INSTALLED
UTL0000422,2025-01-06,19245,ESN700022,VT-JAA009,1.5,1,24.25,12,INSTALLED
UTL0000423,2025-01-06,20576,ESN700021,VT-JAA009,1.33,1,25.58,13,INSTALLED
UTL0000424,2025-01-06,20576,ESN700022,VT-JAA009,1.33,1,25.58,13,INSTALLED
UTL0000425,2025-01-06,9189,ESN700024,VT-JAA010,1.25,1,23.25,11,INSTALLED
UTL0000426,2025-01-06,9189,ESN700025,VT-JAA010,1.25,1,23.25,11,INSTALLED
UTL0000427,2025-01-06,24499,ESN700024,VT-JAA010,1.5,1,24.75,12,INSTALLED
UTL0000428,2025-01-06,24499,ESN700025,VT-JAA010,1.5,1,24.75,12,INSTALLED
UTL0000429,2025-01-06,6529,ESN700026,VT-JAA011,3.17,1,15.17,7,INSTALLED
UTL0000430,2025-01-06,6529,ESN700027,VT-JAA011,3.17,1,15.17,7,INSTALLED
UTL0000431,2025-01-06,9272,ESN700026,VT-JAA011,3.5,1,18.67,8,INSTALLED
UTL0000432,2025-01-06,9272,ESN700027,VT-JAA011,3.5,1,18.67,8,INSTALLED
UTL0000433,2025-01-06,15455,ESN700026,VT-JAA011,3.83,1,22.5,9,INSTALLED
UTL0000434,2025-01-06,15455,ESN700027,VT-JAA011,3.83,1,22.5,9,INSTALLED
UTL0000435,2025-01-06,18186,ESN700026,VT-JAA011,1.92,1,24.42,10,INSTALLED
UTL0000436,2025-01-06,18186,ESN700027,VT-JAA011,1.92,1,24.42,10,INSTALLED
UTL0000437,2025-01-06,5489,ESN700028,VT-JAA013,1.42,1,21.83,9,INSTALLED
UTL0000438,2025-01-06,5489,ESN700029,VT-JAA013,1.42,1,21.83,9,INSTALLED
UTL0000439,2025-01-06,17541,ESN700028,VT-JAA013,1.0,1,22.83,10,INSTALLED
UTL0000440,2025-01-06,17541,ESN700029,VT-JAA013,1.0,1,22.83,10,INSTALLED
UTL0000441,2025-01-06,20170,ESN700030,VT-JAA014,0.75,1,11.75,8,INSTALLED
UTL0000442,2025-01-06,20170,ESN700031,VT-JAA014,0.75,1,11.75,8,INSTALLED
UTL0000443,2025-01-06,24106,ESN700030,VT-JAA014,1.08,1,12.83,9,INSTALLED
UTL0000444,2025-01-06,24106,ESN700031,VT-JAA014,1.08,1,12.83,9,INSTALLED
UTL0000445,2025-01-06,21464,ESN700032,VT-JAA015,2.25,1,15.75,8,INSTALLED
UTL0000446,2025-01-06,21464,ESN700033,VT-JAA015,2.25,1,15.75,8,INSTALLED
UTL0000447,2025-01-06,4366,ESN700034,VT-JAA016,2.83,1,16.0,8,INSTALLED
UTL0000448,2025-01-06,4366,ESN700037,VT-JAA016,2.83,1,16.0,8,INSTALLED
UTL0000449,2025-01-06,9568,ESN700034,VT-JAA016,0.67,1,16.67,9,INSTALLED
UTL0000450,2025-01-06,9568,ESN700037,VT-JAA016,0.67,1,16.67,9,INSTALLED
UTL0000451,2025-01-06,207,ESN700038,VT-JAA018,0.75,1,26.83,14,INSTALLED
UTL0000452,2025-01-06,207,ESN700040,VT-JAA018,0.75,1,26.83,14,INSTALLED
UTL0000453,2025-01-06,23632,ESN700038,VT-JAA018,1.0,1,27.83,15,INSTALLED
UTL0000454,2025-01-06,23632,ESN700040,VT-JAA018,1.0,1,27.83,15,INSTALLED
UTL0000455,2025-01-06,13824,ESN700041,VT-JAA020,2.42,1,18.0,8,INSTALLED
UTL0000456,2025-01-06,13824,ESN700042,VT-JAA020,2.42,1,18.0,8,INSTALLED
UTL0000457,2025-01-06,7073,ESN700043,VT-JAA021,0.67,1,17.67,12,INSTALLED
UTL0000458,2025-01-06,7073,ESN700044,VT-JAA021,0.67,1,17.67,12,INSTALLED
UTL0000459,2025-01-06,22558,ESN700043,VT-JAA021,1.25,1,18.92,13,INSTALLED
UTL0000460,2025-01-06,22558,ESN700044,VT-JAA021,1.25,1,18.92,13,INSTALLED
UTL0000461,2025-01-06,5721,ESN700047,VT-JAA023,1.33,1,19.08,10,INSTALLED
UTL0000462,2025-01-06,5721,ESN700048,VT-JAA023,1.33,1,19.08,10,INSTALLED
UTL0000463,2025-01-06,11388,ESN700047,VT-JAA023,0.83,1,19.92,11,INSTALLED
UTL0000464,2025-01-06,11388,ESN700048,VT-JAA023,0.83,1,19.92,11,INSTALLED
UTL0000465,2025-01-06,18244,ESN700047,VT-JAA023,0.92,1,20.83,12,INSTALLED
UTL0000466,2025-01-06,18244,ESN700048,VT-JAA023,0.92,1,20.83,12,INSTALLED
UTL0000467,2025-01-06,9928,ESN700049,VT-JAA024,4.25,1,20.25,8,INSTALLED
UTL0000468,2025-01-06,9928,ESN700050,VT-JAA024,4.25,1,20.25,8,INSTALLED
UTL0000469,2025-01-06,790,ESN700053,VT-JAA026,1.58,1,28.5,11,INSTALLED
UTL0000470,2025-01-06,790,ESN700054,VT-JAA026,1.58,1,28.5,11,INSTALLED
UTL0000471,2025-01-06,2844,ESN700053,VT-JAA026,4.0,1,32.5,12,INSTALLED
UTL0000472,2025-01-06,2844,ESN700054,VT-JAA026,4.0,1,32.5,12,INSTALLED
UTL0000473,2025-01-06,4067,ESN700053,VT-JAA026,3.0,1,35.5,13,INSTALLED
UTL0000474,2025-01-06,4067,ESN700054,VT-JAA026,3.0,1,35.5,13,INSTALLED
UTL0000475,2025-01-06,22013,ESN700053,VT-JAA026,0.75,1,36.25,14,INSTALLED
UTL0000476,2025-01-06,22013,ESN700054,VT-JAA026,0.75,1,36.25,14,INSTALLED
UTL0000477,2025-01-06,14255,ESN700055,VT-JAA027,1.0,1,18.67,8,INSTALLED
UTL0000478,2025-01-06,14255,ESN700056,VT-JAA027,1.0,1,18.67,8,INSTALLED
UTL0000479,2025-01-06,8339,ESN700057,VT-JAA029,0.67,1,16.33,10,INSTALLED
UTL0000480,2025-01-06,8339,ESN700058,VT-JAA029,0.67,1,16.33,10,INSTALLED
UTL0000481,2025-01-06,8431,ESN700057,VT-JAA029,1.25,1,17.58,11,INSTALLED
UTL0000482,2025-01-06,8431,ESN700058,VT-JAA029,1.25,1,17.58,11,INSTALLED
UTL0000483,2025-01-06,19347,ESN700057,VT-JAA029,1.0,1,18.58,12,INSTALLED
UTL0000484,2025-01-06,19347,ESN700058,VT-JAA029,1.0,1,18.58,12,INSTALLED
UTL0000485,2025-01-06,19526,ESN700057,VT-JAA029,3.75,1,22.33,13,INSTALLED
UTL0000486,2025-01-06,19526,ESN700058,VT-JAA029,3.75,1,22.33,13,INSTALLED
UTL0000487,2025-01-06,24552,ESN700059,VT-JAA030,4.25,1,35.0,15,INSTALLED
UTL0000488,2025-01-06,24552,ESN700060,VT-JAA030,4.25,1,35.0,15,INSTALLED
UTL0000489,2025-01-07,5542,ESN700001,VT-JAA001,1.5,1,22.33,12,INSTALLED
UTL0000490,2025-01-07,5542,ESN700002,VT-JAA001,1.5,1,22.33,12,INSTALLED
UTL0000491,2025-01-07,15878,ESN700001,VT-JAA001,3.67,1,26.0,13,INSTALLED
UTL0000492,2025-01-07,15878,ESN700002,VT-JAA001,3.67,1,26.0,13,INSTALLED
UTL0000493,2025-01-07,18966,ESN700003,VT-JAA002,0.92,1,18.33,9,INSTALLED
UTL0000494,2025-01-07,18966,ESN700005,VT-JAA002,0.92,1,18.33,9,INSTALLED
UTL0000495,2025-01-07,1671,ESN700006,VT-JAA003,1.0,1,25.17,10,INSTALLED
UTL0000496,2025-01-07,1671,ESN700008,VT-JAA003,1.0,1,25.17,10,INSTALLED
UTL0000497,2025-01-07,6823,ESN700006,VT-JAA003,2.5,1,27.67,11,INSTALLED
UTL0000498,2025-01-07,6823,ESN700008,VT-JAA003,2.5,1,27.67,11,INSTALLED
UTL0000499,2025-01-07,11431,ESN700006,VT-JAA003,3.67,1,31.33,12,INSTALLED
UTL0000500,2025-01-07,11431,ESN700008,VT-JAA003,3.67,1,31.33,12,INSTALLED
UTL0000501,2025-01-07,8878,ESN700010,VT-JAA004,1.42,1,18.08,10,INSTALLED
UTL0000502,2025-01-07,8878,ESN700011,VT-JAA004,1.42,1,18.08,10,INSTALLED
UTL0000503,2025-01-07,2130,ESN700016,VT-JAA007,1.25,1,13.42,9,INSTALLED
UTL0000504,2025-01-07,2130,ESN700018,VT-JAA007,1.25,1,13.42,9,INSTALLED
UTL0000505,2025-01-07,11799,ESN700016,VT-JAA007,1.58,1,15.0,10,INSTALLED
UTL0000506,2025-01-07,11799,ESN700018,VT-JAA007,1.58,1,15.0,10,INSTALLED
UTL0000507,2025-01-07,15735,ESN700016,VT-JAA007,3.75,1,18.75,11,INSTALLED
UTL0000508,2025-01-07,15735,ESN700018,VT-JAA007,3.75,1,18.75,11,INSTALLED
UTL0000509,2025-01-07,18057,ESN700016,VT-JAA007,1.25,1,20.0,12,INSTALLED
UTL0000510,2025-01-07,18057,ESN700018,VT-JAA007,1.25,1,20.0,12,INSTALLED
UTL0000511,2025-01-07,21993,ESN700016,VT-JAA007,1.5,1,21.5,13,INSTALLED
UTL0000512,2025-01-07,21993,ESN700018,VT-JAA007,1.5,1,21.5,13,INSTALLED
UTL0000513,2025-01-07,23112,ESN700016,VT-JAA007,1.0,1,22.5,14,INSTALLED
UTL0000514,2025-01-07,23112,ESN700018,VT-JAA007,1.0,1,22.5,14,INSTALLED
UTL0000515,2025-01-07,24471,ESN700024,VT-JAA010,1.0,1,25.75,13,INSTALLED
UTL0000516,2025-01-07,24471,ESN700025,VT-JAA010,1.0,1,25.75,13,INSTALLED
UTL0000517,2025-01-07,13899,ESN700026,VT-JAA011,0.92,1,25.33,11,INSTALLED
UTL0000518,2025-01-07,13899,ESN700027,VT-JAA011,0.92,1,25.33,11,INSTALLED
UTL0000519,2025-01-07,13773,ESN700028,VT-JAA013,4.25,1,27.08,11,INSTALLED
UTL0000520,2025-01-07,13773,ESN700029,VT-JAA013,4.25,1,27.08,11,INSTALLED
UTL0000521,2025-01-07,18421,ESN700028,VT-JAA013,4.25,1,31.33,12,INSTALLED
UTL0000522,2025-01-07,18421,ESN700029,VT-JAA013,4.25,1,31.33,12,INSTALLED
UTL0000523,2025-01-07,3783,ESN700030,VT-JAA014,0.92,1,13.75,10,INSTALLED
UTL0000524,2025-01-07,3783,ESN700031,VT-JAA014,0.92,1,13.75,10,INSTALLED
UTL0000525,2025-01-07,9802,ESN700030,VT-JAA014,3.75,1,17.5,11,INSTALLED
UTL0000526,2025-01-07,9802,ESN700031,VT-JAA014,3.75,1,17.5,11,INSTALLED
UTL0000527,2025-01-07,15708,ESN700030,VT-JAA014,3.5,1,21.0,12,INSTALLED
UTL0000528,2025-01-07,15708,ESN700031,VT-JAA014,3.5,1,21.0,12,INSTALLED
UTL0000529,2025-01-07,5682,ESN700034,VT-JAA016,2.5,1,19.17,10,INSTALLED
UTL0000530,2025-01-07,5682,ESN700037,VT-JAA016,2.5,1,19.17,10,INSTALLED
UTL0000531,2025-01-07,17270,ESN700038,VT-JAA018,1.0,1,28.83,16,INSTALLED
UTL0000532,2025-01-07,17270,ESN700040,VT-JAA018,1.0,1,28.83,16,INSTALLED
UTL0000533,2025-01-07,20480,ESN700038,VT-JAA018,1.25,1,30.08,17,INSTALLED
UTL0000534,2025-01-07,20480,ESN700040,VT-JAA018,1.25,1,30.08,17,INSTALLED
UTL0000535,2025-01-07,24123,ESN700038,VT-JAA018,1.0,1,31.08,18,INSTALLED
UTL0000536,2025-01-07,24123,ESN700040,VT-JAA018,1.0,1,31.08,18,INSTALLED
UTL0000537,2025-01-07,13823,ESN700043,VT-JAA021,1.0,1,19.92,14,INSTALLED
UTL0000538,2025-01-07,13823,ESN700044,VT-JAA021,1.0,1,19.92,14,INSTALLED
UTL0000539,2025-01-07,14605,ESN700043,VT-JAA021,3.83,1,23.75,15,INSTALLED
UTL0000540,2025-01-07,14605,ESN700044,VT-JAA021,3.83,1,23.75,15,INSTALLED
UTL0000541,2025-01-07,476,ESN700045,VT-JAA022,1.0,1,5.17,5,INSTALLED
UTL0000542,2025-01-07,476,ESN700046,VT-JAA022,1.0,1,5.17,5,INSTALLED
UTL0000543,2025-01-07,1327,ESN700045,VT-JAA022,1.0,1,6.17,6,INSTALLED
UTL0000544,2025-01-07,1327,ESN700046,VT-JAA022,1.0,1,6.17,6,INSTALLED
UTL0000545,2025-01-07,9501,ESN700045,VT-JAA022,1.25,1,7.42,7,INSTALLED
UTL0000546,2025-01-07,9501,ESN700046,VT-JAA022,1.25,1,7.42,7,INSTALLED
UTL0000547,2025-01-07,9722,ESN700045,VT-JAA022,2.83,1,10.25,8,INSTALLED
UTL0000548,2025-01-07,9722,ESN700046,VT-JAA022,2.83,1,10.25,8,INSTALLED
UTL0000549,2025-01-07,10206,ESN700045,VT-JAA022,0.83,1,11.08,9,INSTALLED
UTL0000550,2025-01-07,10206,ESN700046,VT-JAA022,0.83,1,11.08,9,INSTALLED
UTL0000551,2025-01-07,11933,ESN700045,VT-JAA022,3.5,1,14.58,10,INSTALLED
UTL0000552,2025-01-07,11933,ESN700046,VT-JAA022,3.5,1,14.58,10,INSTALLED
UTL0000553,2025-01-07,15743,ESN700045,VT-JAA022,0.67,1,15.25,11,INSTALLED
UTL0000554,2025-01-07,15743,ESN700046,VT-JAA022,0.67,1,15.25,11,INSTALLED
UTL0000555,2025-01-07,18261,ESN700045,VT-JAA022,2.5,1,17.75,12,INSTALLED
